QUESTION_ID,QUESTION,ANS_LONG,IS_ON_TOPIC,ANS_SHORT
1000000054,What can Watson do?,"<h1 class=""topicTitle"">What can Watson do?</h1> <p>Watson is the very embodiment of this new era of cognitive systems. It represents a new class of industry-specific analytic solutions that leverages deep content analysis and evidence-based reasoning to accelerate and improve decisions, reduce operational costs and optimize outcomes. Watson accomplishes all this based on a set of transformational technologies which leverage natural language, hypothesis generation and evidence-based learning. It combines these technologies and applies massive parallel probabilistic processing techniques to fundamentally change the way businesses look at solving problems quickly. But Watson is more than the sum of its parts; Watson is about bringing a unique combination of capabilities together in a way that's never been done before, resulting in a fundamental change in the way decisions are made.
</p>",TRUE,
1000000057,What does Watson know?,"<h1 class=""topicTitle"">What does Watson know?</h1> <p>Before IBM Watson can answer user's questions, it must have a corpus that contains information from which to formulate correct answers. You can create a corpus when you want to make new or changed content available to Watson.
</p><p>Corpus is the term to describe a set of data that is available to IBM Watson. This data usually comes from the documents that are uploaded in the Corpus management tool.
</p>",TRUE,
1000000060,How is Watson different from Siri?,"<h1 class=""topicTitle"">What's the difference between Siri and Watson?</h1> <p>While Siri acts much like a voice activated search engine, identifying the closest match to the user input and referencing it including activating built-in mobile device functions. In contrast, Watson is unique in that it is fundamentally reasoning over unstructured information. Watson is actually taking the entire thought process from a person in the way they naturally speak, hypothesizing what the user is asking for, and then returning a high-confidence response.</p><span>
</span>",TRUE,
1000000061,What's the difference between Siri and Watson?,"<h1 class=""topicTitle"">What's the difference between Siri and Watson?</h1> <p>While Siri acts much like a voice activated search engine, identifying the closest match to the user input and referencing it including activating built-in mobile device functions. In contrast, Watson is unique in that it is fundamentally reasoning over unstructured information. Watson is actually taking the entire thought process from a person in the way they naturally speak, hypothesizing what the user is asking for, and then returning a high-confidence response.</p><span>
</span>",TRUE,
1000000062,What is the difference between Watson and SIRI or Google?,"<h1 class=""topicTitle"">Why is Watson Engagement Advisor better than a key word search of my data?</h1> <p>Watson is not a search engine. Search engines scan the internet for content; some good, some bad. Search relies on factors such as keywords to bring up thousands of web pages that may - or may not -- hold the answer to what user is asking.
</p><p>Watson - on the other hand -- understands the nuances of human language, so it is able to bring back relevant responses in context of the question. Watson also gets smarter, learning from interaction with its users, and each piece of data it ingests. http://www.youtube.com/watch?v=np1sJ08Q7lw.</p><span>
</span>",TRUE,
1000000063,How is Watson different from Google Search?,"<h1 class=""topicTitle"">Why is Watson Engagement Advisor better than a key word search of my data?</h1> <p>Watson is not a search engine. Search engines scan the internet for content; some good, some bad. Search relies on factors such as keywords to bring up thousands of web pages that may - or may not -- hold the answer to what user is asking.
</p><p>Watson - on the other hand -- understands the nuances of human language, so it is able to bring back relevant responses in context of the question. Watson also gets smarter, learning from interaction with its users, and each piece of data it ingests. http://www.youtube.com/watch?v=np1sJ08Q7lw.</p><span>
</span>",TRUE,
1000000064,How is Watson different to Google?,"<h1 class=""topicTitle"">Why is Watson Engagement Advisor better than a key word search of my data?</h1> <p>Watson is not a search engine. Search engines scan the internet for content; some good, some bad. Search relies on factors such as keywords to bring up thousands of web pages that may - or may not -- hold the answer to what user is asking.
</p><p>Watson - on the other hand -- understands the nuances of human language, so it is able to bring back relevant responses in context of the question. Watson also gets smarter, learning from interaction with its users, and each piece of data it ingests. http://www.youtube.com/watch?v=np1sJ08Q7lw.</p><span>
</span>",TRUE,
1000000069,Can Watson recognise pictures and images?,"<h1 class=""topicTitle"">Can Watson recognize pictures and images?</h1> <p>Watson can recognize that an image is part of the information it has read in. At this point, though, it is unable to understand how to interpret that image. IBM Research is exploring ways to change that. Stay tuned!! http://www.youtube.com/watch?v=YwfJVwknvRo.</p><span>
</span>",TRUE,
1000000078,How long did it take to build Watson?,"<h1 class=""topicTitle"">How long did it take to build Watson?</h1> <p>The IBM Watson System that was used to play Jeopardy! was built over the course of five years by a dedicated team of scientists to accomplish a grand challenge - a computing system that rivals a human's ability to respond to questions posed in natural language with speed, accuracy and confidence. Since then, it has been put into commercial application.
</p>",TRUE,
1000000079,When was Watson invented?,"<h1 class=""topicTitle"">History</h1> <p>Watson was created in 2007 when a team of scientists from IBM((R)) Research collaborated with leading universities to create a computer system that could perform well enough on open-domain question answering to compete with champions on Jeopardy!, the quiz show known for its complex and tricky questions. The team dubbed the system <i>Watson</i> as a tribute to the founder of the International Business Machines Corporation, Thomas J. Watson.
</p><p>In February 2011, the team realized their goal and exceeded expectations when Watson appeared on Jeopardy! and beat the two highest ranked players in a two-game match. The competition was the ultimate test of the machine's capabilities because it relied on many human cognitive abilities that are traditionally considered to be beyond the capability of computers, such as:
</p><p>- Discern double meanings of words, puns, rhymes, and inferred hints.</p>
<p>- Respond rapidly.</p>
<p>- Process vast amounts of information to make complex and subtle logical connections.</p>
<p>For the Watson team, replicating these capabilities was an enormous challenge, because it moved beyond keyword searches and queries of structured data to accessing and assessing a vast amount of unstructured data to find the best answers. IBM knew that the solution to this challenge had the potential to change the way businesses use information and make decisions. And the transformation has begun.
</p>",TRUE,
1000000080,How is Watson helping fight Cancer?,"<h1 class=""topicTitle"">How does Watson help doctors fight cancer?</h1> <p>Watson can help doctors improve the quality of patient care by improving the ability of a clinician to accurately apply relevant information to the care and treatment of a patient. https://www.youtube.com/watch?v=JLEpanWl9Fs.</p><span>
</span>",TRUE,
1000000081,What kinds of business problems will Watson solve?,"<h1 class=""topicTitle"">What kinds of business problems will Watson solve?</h1> <p>IBM Watson is best suited for data-intensive industries that: 1) Require the analysis of a high volumes of information; 2) Benefit from the speed of a response to a question or input provided; 3) Desire to systematically learn with every outcome or action taken, getting smarter with each iteration; 4) Have critical questions that require decision support with prioritized recommendations and evidence.
</p>",TRUE,
1000000083,"I see ANZ Bank is using Watson, what are they using it for?","<h1 class=""topicTitle"">Is Watson working at ANZ Bank?</h1> <p>Australia's ANZ Banking Group is looking to use Watson's data-informed insights to offer smarter, faster financial recommendations to its 2 million wealth management clients. <a href=""http://asmarterplanet.com/blog/2013/05/advice.html"">http://asmarterplanet.com/blog/2013/05/advice.html</a>.</p><span>
</span>",TRUE,
1000000087,How will IBM protect my customers privacy if we use Watson for customer service?,"<h1 class=""topicTitle"">How will IBM protect my customer's privacy if we use Watson for customer service?</h1> <p>IBM values our customers' data and follows the Watson Global Security Policy which is established by the IBM Corporate Directives that are defined at the highest level of IBM.
</p>",TRUE,
1000000088,Where can I see a demo of Watson?,"<h1 class=""topicTitle"">Where can I see a demo of Watson?</h1> <p>To learn more about IBM Watson and Cognitive Systems, contact your IBM sales representative or visit www.ibmwatson.com.</p><span>
</span>",TRUE,
1000000093,Can Watson paraphrase or summarize?,"<h1 class=""topicTitle"">Can Watson paraphrase or summarize?</h1> <p>An example of Watson summarizing information can be seen with Watson Discovery Advisor, where Watson analyzes millions of documents and synthesizes multiple sources of information into a summary set of hypotheses with full visibility into supporting evidence.
</p>",TRUE,
1000000094,Does the Watson name come from Sherlock Holmes?,"<h1 class=""topicTitle"">Does the Watson name come from Sherlock Holmes?</h1> <p>IBM Watson is named for Thomas J. Watson, IBM's founder, who led the company for 42 years. Optimistic and progressive, Mr. Watson, who passed away in 1956, always encouraged his employees to &quot;THINK&quot; - a charge that still stands as the motto and ethos of IBM today.
</p>",TRUE,
1000000097,How will Watson change the world?,"<h1 class=""topicTitle"">Watson changing the way the world operates</h1> <p>Watson has the potential to fundamentally alter the way the world operates. For the first time in history, the awesome power of computing is able to be applied to &quot;real language,&quot; accounting for all the idiosyncrasies of the way we communicate. This advancement unlocks huge potential in how technology can be used to help humans solve problems.
</p>",TRUE,
1000000098,Can I purchase Watson?,"<h1 class=""topicTitle"">Can I purchase Watson?</h1> <p>You can contact us at ibmwatson@us.ibm.com or tweet us at @IBMWatson to reach out to your local sales representative.
</p>",TRUE,
1000000100,Will Watson take over for Doctors?,"<h1 class=""topicTitle"">Will Watson take over for Doctors?</h1> <p>Watson can help doctors improve the quality of patient care by improving the ability of a clinician to accurately apply relevant information to the care and treatment of a patient. https://www.youtube.com/watch?v=JLEpanWl9Fs.</p><span>
</span>",TRUE,
1000000101,Who is my local Sales representative?,"<h1 class=""topicTitle"">Who is my local Sales representative?</h1> <p>You can contact us at ibmwatson@us.ibm.com or tweet us at @IBMWatson to reach out to your local sales representative.
</p>",TRUE,
1000000104,How can I verify the information in Watson is correct?,"<h1 class=""topicTitle"">How can I verify the information in Watson is correct?</h1> <p>Our customers work with us to define which information should be used by Watson. Additionally, there is a multi-layered validation to ensure that Watson is being taught the correct information.
</p>",TRUE,
1000000105,Do the answers that Watson provides change as new information becomes available?,"<h1 class=""topicTitle"">Do the answers that Watson provides change as new information becomes available?</h1> <p>The answers could change as new information becomes available. As part of the learning process, Watson will evaluate whether the latest evidence should be used or evidence needs to pass a different validation criteria before it can be used.
</p>",TRUE,
1000000106,Is Watson open to the general public?,"<h1 class=""topicTitle"">Is Watson open to the general public?</h1> <p>Access is being expanded through the launch of the Ecosystem partner program: http://www.ibm.com/smarterplanet/us/en/ibmwatson/ecosystem.html.</p><span>
</span>",TRUE,
1000000109,Why are questions needed to train Watson?,"<h1 class=""topicTitle"">How do I provide training questions and answers?</h1> <p>Representative users of the system are used to identify the focus of the domain and the manner in which they ask questions. Domain experts then use the Expert training tool in IBM Watson Experience Manager to build training data that can be used to familiarize IBM Watson with a domain.
</p>",TRUE,
1000000110,Are there regulatory or legal use cases for Watson?,"<h1 class=""topicTitle"">Are there regulatory or legal use cases for Watson?</h1> <p>While there are no production-level deployments, there is exploration within a number our partners focused on investigating cognitive technologies for legal use cases.
</p>",TRUE,
1000000114,When will I be able to use Watson on my phone?,"<h1 class=""topicTitle"">Are there Watson mobile apps available?</h1> <p>Yes, the intended use for Watson is to have the technology accessible across mobile phones and tablets. The Watson Mobile Developer Challenge was an event launched with the goal of providing developers with the necessary SDKs to rapidly develop Watson mobile applications.</p><span>
</span>",TRUE,
1000000119,What happens during the teach phase?,"<h1 class=""topicTitle"">How is Watson trained?</h1> <p>Watson is trained much the way a human learns. It learns from historical question and answer pairs to understand how questions are asked and how the answers can be uncovered in the evidence. Watson then uses sophisticated machine learning algorithms to &quot;get smarter&quot; over time. 
</p>",TRUE,
1000000121,What kind of use cases do you have with Watson Engagement Advisor?,"<h1 class=""topicTitle"">What kind of use cases do you have with Watson Engagement Advisor?</h1> <p>Watson can deliver personalized responses to questions and give users actionable insight with supporting evidence and confidence to help create the experiences customers expect. As just one of many examples, a bank might offer Watson directly to customers to help them understand the types of available savings accounts and facilitate the opening of the appropriate account. http://www.youtube.com/watch?v=vLE7VuppRzU.</p><span>
</span>",TRUE,
1000000122,Can you combine Watson Engagement Advisor with other solutions?,"<h1 class=""topicTitle"">Can you combine Watson Engagement Advisor with other solutions?</h1> <p>The Watson Engagement Advisor is designed to integrate with existing systems, complement existing processes, and guide users through a consistent user experience.
</p>",TRUE,
1000000123,Why is Watson Engagement Advisor better than a key word search of my data?,"<h1 class=""topicTitle"">Why is Watson Engagement Advisor better than a key word search of my data?</h1> <p>Watson is not a search engine. Search engines scan the internet for content; some good, some bad. Search relies on factors such as keywords to bring up thousands of web pages that may - or may not -- hold the answer to what user is asking.
</p><p>Watson - on the other hand -- understands the nuances of human language, so it is able to bring back relevant responses in context of the question. Watson also gets smarter, learning from interaction with its users, and each piece of data it ingests. http://www.youtube.com/watch?v=np1sJ08Q7lw.</p><span>
</span>",TRUE,
1000000124,Is Watson commercialized currently? What companies have launched it?,"<h1 class=""topicTitle"">What companies are using Watson?</h1> <p>Organizations across industries are in various stages of development and deployment. Public announcements have included USAA, ANZ, and DBS. IBM Watson is also in development within health care with WellPoint, Memorial Sloan Kettering, and MD Anderson, as well as the Cleveland Clinic with Watson Paths.
</p><p>Additionally, companies such as Fluid Retail, MD Buyline, and WellTok are currently building out Watson applications within the Watson Ecosystem program.
</p>",TRUE,
1000000125,Does Watson answer questions in context of previous questions in the conversation?,"<h1 class=""topicTitle"">Does Watson answer questions in context of previous questions in the conversation?</h1> <p>Watson at this time has a limited ability to provide some context to a conversation from a user's profile. It is not at the point of having an open dialogue and passing the Turing test. In the near future, though, Watson's capabilities will expand to utilize the context from preceding exchanges.
</p>",TRUE,
1000000126,Can Watson have a conversation?,"<h1 class=""topicTitle"">Can Watson have a conversation?</h1> <p>A user can have a conversation with some Watson solutions and even exchange pleasantries. The capabilities of the Watson technology are constantly being expanded and more elements of a human type conversation will be explored.
</p>",TRUE,
1000000128,How do I make money using Watson Engagement Advisor?,"<h1 class=""topicTitle"">How do I make money using Watson Engagement Advisor?</h1> <p>It can help lower barriers of outreach to un-served and under-engaged customers which, in turn, can help reduce customer turnover, create opportunities for the individual and organization to engage in a meaningful way, and drive advocacy and endorsement for the organization.
</p>",TRUE,
1000000129,How does Watson help doctors fight cancer?,"<h1 class=""topicTitle"">How does Watson help doctors fight cancer?</h1> <p>Watson can help doctors improve the quality of patient care by improving the ability of a clinician to accurately apply relevant information to the care and treatment of a patient. https://www.youtube.com/watch?v=JLEpanWl9Fs.</p><span>
</span>",TRUE,
1000000132,What do I need to setup in my environment to support Watson Engagement Advisor?,"<h1 class=""topicTitle"">Watson Engagement Advisor applications</h1> <p>Use the web and mobile interfaces of Watson Engagement Advisor to use the solution in a production environment.
</p>",TRUE,
1000000133,What type of resources do I need for a Watson Engagement Advisor project?,"<h1 class=""topicTitle"">What type of resources do I need for a Watson Engagement Advisor project?</h1> <p>The Watson Engagement Advisor solution is designed to be implemented fairly simply by our customers. That being said the particular resources that will be required for a project depend on the amount of configuration needed by a business to meet their users' needs.
</p>",TRUE,
1000000135,How fast will I get a response when I ask Engagement Advisor a question?,"<h1 class=""topicTitle"">How fast will I get a response when I ask Engagement Advisor a question?</h1> <p>The quickness at which an Engagement Advisor user receives an answer will depend on multiple factors, including the end device type, the network being utilized by the user, and the latency to that user's device.
</p>",TRUE,
1000000136,How does Watson Engagement Advisor protect my Personally identifiable information?,"<h1 class=""topicTitle"">How does Watson Engagement Advisor protect my Personally Identifiable Information?</h1> <p>While data that is subject to regulation (including Personally Identifiable Information) should never be uploaded to a Watson Advisor, IBM recognizes that all customer data must be appropriately protected and segregated. Additionally, users might inadvertently submit such data through a Watson query. Therefore, all data processed by Watson is encrypted end to end (both in storage and in transmission). IBM deploys intrusion detection sensors throughout the Watson infrastructure and the front end is protected by both standard and application layer firewalls. Finally, all security information is correlated and monitored by our QRadar Security Information and Event Management system to provide real time alerts to our security staff.
</p>",TRUE,
1000000137,How will my encryption keys be managed?,"<h1 class=""topicTitle"">How does Watson Engagement Advisor encrypt my data?</h1> <p>The Watson Engagement Advisor does not encrypt the underlying data or users questions posed against that data. IBM values our customers' data and follows the Watson Global Security Policy which is established by the IBM Corporate Directives that are defined at the highest level of IBM.
</p>",TRUE,
1000000142,"When my customer asks a question, how do I know Watson Engagement Advisor won't say something inappropriate?","<h1 class=""topicTitle"">When my customer asks a question, how do I know Watson Engagement Advisor won't say something inappropriate?</h1> <p>Watson Engagement Advisor does not synthesize its answers. It returns the information with which it has been trained. The training incorporates a tiered process to ensure that there can be multiple checks employed to validate that Watson is returning the appropriate answers.
</p>",TRUE,
1000000143,Can Watson Engagement Advisor explain answers and how it came to a conclusion?,"<h1 class=""topicTitle"">Can Watson Engagement Advisor explain answers and how it came to a conclusion?</h1> <p>Watson is transparent in its answers. Each answer is returned with supporting evidence, so users can see where the answer was found.
</p>",TRUE,
1000000144,How does Watson Engagement Advisor encrypt my data?,"<h1 class=""topicTitle"">How does Watson Engagement Advisor encrypt my data?</h1> <p>The Watson Engagement Advisor does not encrypt the underlying data or users questions posed against that data. IBM values our customers' data and follows the Watson Global Security Policy which is established by the IBM Corporate Directives that are defined at the highest level of IBM.
</p>",TRUE,
1000000145,What is Engagement Advisor?,"<h1 class=""topicTitle"">What is IBM Watson Engagement Advisor</h1> <p>IBM Watson((TM)) Engagement Advisor is a configuration of the Watson platform optimized for customer assistance scenarios. It focuses on providing the best possible answers to descriptive questions. Descriptive questions call for explanations, definitions, and descriptions to help a user get the information needed to make a decision or to explore options.
</p><p>IBM Watson Engagement Advisor can also answer procedural questions, including how-to and troubleshooting questions.
</p><p>Watson Engagement Advisor includes mobile and web browser versions of a Watson Advisor user interface for users to submit questions. The Advisor is a chat window that can be integrated into an existing environment or application.
</p>",TRUE,
1000000147,Can Watson handle complex questions? (multiples questions based on the same information),"<h1 class=""topicTitle"">Can Watson handle complex questions? (multiple questions based on the same information)</h1> <p>Unlike typical search engines where more information can lead to more potential answers, as more information is passed to a Watson system, the technology is able to provide a more precise answer.
</p>",TRUE,
1000000148,What is Natural Language Processing?,"<h1 class=""topicTitle"">What is Natural Language Processing?</h1> <p>Natural language processing (NLP) is a field of artificial intelligence that deals with analyzing, understanding and generating the languages that humans use naturally in order to interface with computers in both written and spoken contexts using natural human languages instead of computer languages.
</p>",TRUE,
1000000149,How do you train Watson,"<h1 class=""topicTitle"">How is Watson trained?</h1> <p>Watson is trained much the way a human learns. It learns from historical question and answer pairs to understand how questions are asked and how the answers can be uncovered in the evidence. Watson then uses sophisticated machine learning algorithms to &quot;get smarter&quot; over time. 
</p>",TRUE,
1000000152,Is Watson Engagement Advisor a virtual assistant?,"<h1 class=""topicTitle"">Is Watson Engagement Advisor a virtual assistant?</h1> <p>It provides assistance virtually. So in that sense, yes, but it does so in a way that is very different from traditional virtual assistants. It is a cognitive, learning system that understands natural language in context, draws upon unstructured information sources for content, improves over time, and is not bound by rules or decision trees. http://www.youtube.com/watch?v=DywO4zksfXw.</p><span>
</span>",TRUE,
1000000153,Does Watson Engagement Advisor give us reports on usage?,"<h1 class=""topicTitle"">Does Watson Engagement Advisor give us reports on usage?</h1> <p>You can download reports about how Watson is being used and details about the questions asked and answered.
</p>",TRUE,
1000000154,Can Watson Engagement Advisor scale rapidly if the service takes off?,"<h1 class=""topicTitle"">Can Watson Engagement Advisor scale rapidly if the service takes off?</h1> <p>Watson Engagement Advisor is designed as a cloud offering, delivering powerful capabilities on mobile as well as laptop and desktop devices. It is software as a service where costs are scalable with a subscription or a managed service based model.
</p>",TRUE,
1000000156,How long does it take to implement Watson Engagement Advisor?,"<h1 class=""topicTitle"">How long does it take to implement Watson Engagement Advisor?</h1> <p>The Watson Engagement Advisor is designed to be easily implemented by our customers. The length of implementation time will vary depending on the use case, the domain, the ability to gather a set of real questions from representative users, and the ability to gather the information that would contain the answers to the users' questions.
</p>",TRUE,
1000000157,How is accuracy measured?,"<h1 class=""topicTitle"">How is accuracy measured?</h1> <p>Precision measures the percentage of questions the system gets right out of those it chooses to answer.
</p><p>Accuracy refers to the precision if all questions are answered. In other words, this is the percentage of correct answers for all questions asked. Accuracy can be measured in terms of how highly ranked the correct answer is in the final answer set. So, &quot;accuracy at one,&quot; would measure how often the correct answer is the top ranked position. For some applications, the correct answer might have to be only in the top five (or top &quot;n&quot;), so accuracy at 5 (or accuracy at &quot;n&quot;) might be the more appropriate metric to track.
</p>",TRUE,
1000000178,How should I measure my return on investment after purchasing Watson Engagement Advisor?,"<h1 class=""topicTitle"">How should I measure my return on investment after purchasing Watson Engagement Advisor?</h1> <p>The return on investment after purchasing the Watson Engagement Advisor will depend on the particulars of the use case. In a use case where the business is looking to engage the un-served and under-engaged, you might measure an increase in customer engagement and an increase in the customer's share of wallet. In a use case where the business is using the tool for research, you might measure the acceleration of discovery.
</p>",TRUE,
1000000181,Who uses Watson Engagement Advisor today?,"<h1 class=""topicTitle"">Who uses Watson Engagement Advisor today?</h1> <p>Organizations across industries are in various stages of development and deployment. Public announcements have included USAA, ANZ, and DBS.
</p>",TRUE,
1000000186,How is Watson Engagement Advisor priced?,"<h1 class=""topicTitle"">How much does Watson Engagement Advisor cost?</h1> <p>Costs are based on things such as use case, degree of customization, volume of data ingested, configuration and training, and usage.
</p>",TRUE,
1000000187,What is Watson Engagement Advisors' cost per question?,"<h1 class=""topicTitle"">How much does Watson Engagement Advisor cost?</h1> <p>Costs are based on things such as use case, degree of customization, volume of data ingested, configuration and training, and usage.
</p>",TRUE,
1000000188,How much does Watson Engagement Advisor cost ?,"<h1 class=""topicTitle"">How much does Watson Engagement Advisor cost?</h1> <p>Costs are based on things such as use case, degree of customization, volume of data ingested, configuration and training, and usage.
</p>",TRUE,
1000000189,How is Watson Engagement Advisor different from Google?,"<h1 class=""topicTitle"">Why is Watson Engagement Advisor better than a key word search of my data?</h1> <p>Watson is not a search engine. Search engines scan the internet for content; some good, some bad. Search relies on factors such as keywords to bring up thousands of web pages that may - or may not -- hold the answer to what user is asking.
</p><p>Watson - on the other hand -- understands the nuances of human language, so it is able to bring back relevant responses in context of the question. Watson also gets smarter, learning from interaction with its users, and each piece of data it ingests. http://www.youtube.com/watch?v=np1sJ08Q7lw.</p><span>
</span>",TRUE,
1000000191,How is Watson Engagement Advisor different than Watson on Jeopardy?,"<h1 class=""topicTitle"">How is Watson Engagement Advisor different than Watson on Jeopardy?</h1> <p>Today's Watson system has some of the same underpinnings but the Jeopardy! era machine was purpose built for the quiz show. It had 2880 cores, could handle only a single user, had a general knowledge corpus, could only handle a sentence or two as input, took almost a week to retrain and was the size of a master bedroom.
</p><p>Watson today has evolved to become a cloud service able to accommodate millions of users, 20 page documents (like medical records) as inputs, updates in hours rather than days and broad, deep industry data sources. all in a form factor the size of a few pizza boxes. http://www.youtube.com/watch?v=DywO4zksfXw.</p><span>
</span>",TRUE,
1000000192,Is Watson Engagement Advisor like the Watson that went up against Jeopardy?,"<h1 class=""topicTitle"">How is Watson Engagement Advisor different than Watson on Jeopardy?</h1> <p>Today's Watson system has some of the same underpinnings but the Jeopardy! era machine was purpose built for the quiz show. It had 2880 cores, could handle only a single user, had a general knowledge corpus, could only handle a sentence or two as input, took almost a week to retrain and was the size of a master bedroom.
</p><p>Watson today has evolved to become a cloud service able to accommodate millions of users, 20 page documents (like medical records) as inputs, updates in hours rather than days and broad, deep industry data sources. all in a form factor the size of a few pizza boxes. http://www.youtube.com/watch?v=DywO4zksfXw.</p><span>
</span>",TRUE,
1000000195,How does the Watson Ecosystem work?,"<h1 class=""topicTitle"">Watson Ecosystem</h1> <p>The IBM Watson Ecosystem will bring the cognitive capabilities of Watson to the cloud, allowing third parties to harness Watson's abilities to:
</p><p>-- Navigate the complexities of natural language.</p>
<p>-- Analyze vast and disparate sources of information returning confidence-weighted, evidence-based responses.</p>
<p>-- Adapt and learn with new interactions and outcomes.
</p><p>A new class of cognitive systems is emerging that can help give organizations the opportunity to change the way they think, act, and operate. The ecosystem brings together IBM's technology, tools, brand, and marketing with partners' experience, offerings, domain knowledge, and presence.
</p>",TRUE,
1000000196,What is the Watson Ecosystem ?,"<h1 class=""topicTitle"">Watson Ecosystem</h1> <p>The IBM Watson Ecosystem will bring the cognitive capabilities of Watson to the cloud, allowing third parties to harness Watson's abilities to:
</p><p>-- Navigate the complexities of natural language.</p>
<p>-- Analyze vast and disparate sources of information returning confidence-weighted, evidence-based responses.</p>
<p>-- Adapt and learn with new interactions and outcomes.
</p><p>A new class of cognitive systems is emerging that can help give organizations the opportunity to change the way they think, act, and operate. The ecosystem brings together IBM's technology, tools, brand, and marketing with partners' experience, offerings, domain knowledge, and presence.
</p>",TRUE,
1000000197,How do I access the Watson Ecosystem ?,"<h1 class=""topicTitle"">How do I access the Watson Ecosystem?</h1> <p>Learn more and apply to participate at this link http://www.ibm.com/smarterplanet/us/en/ibmwatson/ecosystem.html.</p><span>
</span>",TRUE,
1000000198,Can you have a conversation with Watson?,"<h1 class=""topicTitle"">Can Watson have a conversation?</h1> <p>A user can have a conversation with some Watson solutions and even exchange pleasantries. The capabilities of the Watson technology are constantly being expanded and more elements of a human type conversation will be explored.
</p>",TRUE,
1000000199,How does Watson differ from Siri?,"<h1 class=""topicTitle"">What's the difference between Siri and Watson?</h1> <p>While Siri acts much like a voice activated search engine, identifying the closest match to the user input and referencing it including activating built-in mobile device functions. In contrast, Watson is unique in that it is fundamentally reasoning over unstructured information. Watson is actually taking the entire thought process from a person in the way they naturally speak, hypothesizing what the user is asking for, and then returning a high-confidence response.</p><span>
</span>",TRUE,
1000000201,Do we have control over Watson's taxonomy and ontology?,"<h1 class=""topicTitle"">Do we have control over Watson's taxonomy and ontology?</h1> <p>Watson could make use of your existing taxonomies and ontologies. Those underlying taxonomies and ontologies will be updated as Watson continues to learn. At this time though there is no method to extract the taxonomy and ontology that Watson learns.
</p>",TRUE,
1000000203,What other technology companies have similar cognitive computing solutions that compare to Watson?,"<h1 class=""topicTitle"">What other technology companies have similar cognitive computing solutions that compare to Watson?</h1> <p>IBM Watson is unique, however from a technology perspective the closest competitors to IBM Watson Engagement Advisor are virtual agents. Virtual agents have significant weaknesses today: they depend upon predefined question and answers, they cannot learn and adapt to client specific situations, and they have primitive understanding of context. They require duplication of knowledge and multiple knowledge databases.
</p>",TRUE,
1000000206,Can Watson handle both unstructured and structured data?,"<h1 class=""topicTitle"">Can Watson handle both unstructured and structured data?</h1> <p>The system's natural language processing capabilities enable it to analyze unstructured data alongside structured data.
</p>",TRUE,
1000000209,Can we install Watson Engagement Advisor within our own firewall?,"<h1 class=""topicTitle"">Can we install Watson Engagement Advisor within our own firewall?</h1> <p>Watson offerings in general are typically provided via the cloud although there have been instances of on-premise deployment.</p><span>
</span>",TRUE,
1000000210,What security models does Watson use?,"<h1 class=""topicTitle"">Where can I find Watson Security Training?</h1> <p>The Watson Cloud Technology and Support team conducts Watson security training every quarter. The training videos are located in the IBM Media Library. Links to the trainings are available from the following Connections page:</p>
<p><a href=""https://ibm.biz/watsonsecuritytraining""><b>https://ibm.biz/watsonsecuritytraining</b></a> </p><span>
</span>",TRUE,
1000000211,How do you charge for Watson?,"<h1 class=""topicTitle"">How much does Watson cost?</h1> <p>There is no single answer. Costs are based on such things as use case, degree of customization, volume of data ingested, configuration and training, and usage.
</p>",TRUE,
1000000212,What does Watson run on?,"<h1 class=""topicTitle"">What hardware does Watson run on?</h1> <p>IBM Watson is delivered as a software as a service, but an instance of Watson can now run on a single P750 server.
</p>",TRUE,
1000000213,What does Watson's architecture look like?,"<h1 class=""topicTitle"">IBM Watson configurations</h1> <p>An IBM Watson system is built on a system architecture that uses advanced techniques in natural language processing, information retrieval, machine learning, computational linguistics, and knowledge representation and reasoning.
</p><p>The architecture and data model supports component and system development and testing through a structured data model, base components, and system infrastructure.
</p>",TRUE,
1000000215,Is Watson capable of being accessed on mobile devices?,"<h1 class=""topicTitle"">Helping Developers Create a New Class of Cognitive Apps</h1> <p>IBM is also extending the reach of cognitive computing by introducing new cognitive services that will be available on <a href=""http://www.ibm.com/smarterplanet/us/en/ibmwatson/developercloud/"">IBM Bluemix</a>, IBM's cloud-based platform for mobile and web app development. Bluemix runs on SoftLayer, IBM's global cloud infrastructure. Now with little to no barrier to entry to cognitive tools, Bluemix users can access an evolving set of APIs and content to build apps, powered by Watson, that help accelerate, enhance, and scale human expertise for confident decision making.
</p>",TRUE,
1000000217,Can Watson accept verbal questions or do they have to be text?,"<h1 class=""topicTitle"">Can Watson accept verbal questions or do they have to be text?</h1> <p>Currently questions must be asked in text. However, the ability to interact with Watson via speech is under development. Many mobile devices have speech-to-text capabilities built into them so when using such a device to access Watson, these capabilities can be employed.
</p>",TRUE,
1000000219,How complicated is it to train Watson?,"<h1 class=""topicTitle"">How complicated is it to train Watson?</h1> <p>The more effort that is put into training Watson, the better the outcome. To prepare Watson for training, you have to collect representative questions to ask Watson and identify and upload documents for Watson to answer them. It is also necessary to create a corpus (a body of knowledge) from uploaded documents, deploy it and view corpus reports. Finally, you should define questions and specify correct answers and manage existing questions and answers to help train Watson.
</p>",TRUE,
